k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     169|[0.038712155476496, 0.069052278866995, 0.0180015139717991, -0.0335395005703929, -0.0020089683355327, 0.0209973489490002, -0.0501065254921704, 0.0138689477144432, 0.003602434169038, -0.0104015088013418, -0.0248259813526088, -0.0093414682547787, -0.0263471270749492, 0.0039695092987773, -0.0015041512442079, -0.0349326996579605, -0.0219711723655168, -0.0200463167772763, 0.0197242551396704, -0.0321168486885471, -0.0315143345208266, -0.0341260184134466, 0.0136309164710107, 0.030741446079487, 0.0233129009984275, 0.0038324452726184, -0.0013713627998464, 0.0243389581296967, -0.0089869156028301, -0.013152382083965, 0.0882271352497111, 0.004255209664143, -0.0719070826375153, -0.0086156385860231, 0.0800138534696634, 0.0073067763599879, 0.0018479841760149, -0.0209532867048094, 0.0143085263847884, 0.1078886148680951, 0.0331431343001348, -0.0617723096511561, 0.01159846192985, 0.086655217721422, 0.0183514054951684, -0.0144250035078876, 0.0127998355140859, 0.0275574846812785, 0.1461439319256061, 0.0459762965370543, -0.0383424851018334, 0.0265955541672494, 0.1154584366228447, 0.0305394132369242, 1.62921949904e-05, 0.029598942891895, 0.0076898562114548]|  0.0000000002228558|      0.00000001|[16393, 5408, 169, 507]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     170|[0.038712155476496, 0.069052278866995, 0.0180015139717991, -0.0335395005703929, -0.0020089683355327, 0.0209973489490002, -0.0501065254921704, 0.0138689477144432, 0.003602434169038, -0.0104015088013418, -0.0248259813526088, -0.0093414682547787, -0.0263471270749492, 0.0039695092987773, -0.0015041512442079, -0.0349326996579605, -0.0219711723655168, -0.0200463167772763, 0.0197242551396704, -0.0321168486885471, -0.0315143345208266, -0.0341260184134466, 0.0136309164710107, 0.030741446079487, 0.0233129009984275, 0.0038324452726184, -0.0013713627998464, 0.0243389581296967, -0.0089869156028301, -0.013152382083965, 0.0882271352497111, 0.004255209664143, -0.0719070826375153, -0.0086156385860231, 0.0800138534696634, 0.0073067763599879, 0.0018479841760149, -0.0209532867048094, 0.0143085263847884, 0.1078886148680951, 0.0331431343001348, -0.0617723096511561, 0.01159846192985, 0.086655217721422, 0.0183514054951684, -0.0144250035078876, 0.0127998355140859, 0.0275574846812785, 0.1461439319256061, 0.0459762965370543, -0.0383424851018334, 0.0265955541672494, 0.1154584366228447, 0.0305394132369242, 1.62921949904e-05, 0.029598942891895, 0.0076898562114548]|  0.0000000002228558|      0.00000000|[16490, 5440, 170, 510]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     171|[0.0387121554682468, 0.0690522784260554, 0.0180015134560056, -0.0335395016872046, -0.002008969848646, 0.0209973491064136, -0.0501065252610661, 0.013868946970565, 0.0036024331624904, -0.0104015098112013, -0.0248259819627087, -0.0093414681028998, -0.0263471273362021, 0.0039695102179175, -0.0015041511111323, -0.034932700198578, -0.0219711722148938, -0.0200463169082492, 0.0197242552040794, -0.0321168484637886, -0.0315143347148366, -0.0341260183773134, 0.0136309172749168, 0.0307414461255709, 0.023312900662096, 0.0038324447460612, -0.0013713625073895, 0.0243389583210209, -0.0089869155922596, -0.0131523823659749, 0.0882271348526818, 0.0042552097604875, -0.0719070823952256, -0.0086156390538008, 0.0800138531620073, 0.0073067764155461, 0.0018479838723935, -0.0209532866870338, 0.014308526420012, 0.107888614426147, 0.0331431345490586, -0.061772309536231, 0.0115984612907559, 0.0866552173718092, 0.0183514053504493, -0.0144250034379521, 0.0127998355111234, 0.0275574844429217, 0.1461439328630413, 0.0459762968558285, -0.0383424860265653, 0.0265955543661354, 0.1154584374930242, 0.030539413405947, 1.62923451572e-05, 0.0295989430323712, 0.007689856238859]|  0.0000000001305907|      0.00000001|[16587, 5472, 171, 513]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     172|[0.0387121546397334, 0.0690522784587075, 0.0180015140672487, -0.0335395012104836, -0.0020089681337166, 0.0209973489985118, -0.0501065270174791, 0.0138689474917298, 0.0036024328828311, -0.0104015100057523, -0.0248259812081874, -0.0093414690331673, -0.0263471271579806, 0.00396951103535, -0.0015041513512821, -0.0349327010689014, -0.0219711726096948, -0.020046317371066, 0.0197242552450036, -0.0321168493398995, -0.0315143351735219, -0.0341260181013653, 0.0136309189943009, 0.0307414455856587, 0.0233128998390684, 0.0038324453145922, -0.0013713623370865, 0.0243389590570727, -0.0089869166072822, -0.0131523814615174, 0.0882271324683251, 0.0042552088463885, -0.0719070807794049, -0.0086156388306673, 0.080013851867888, 0.0073067769059301, 0.0018479830705079, -0.0209532863131448, 0.0143085261283214, 0.1078886132700755, 0.0331431336358369, -0.0617723096327698, 0.0115984608436095, 0.0866552165427708, 0.0183514055482043, -0.0144250015493128, 0.01279983426951, 0.0275574843365443, 0.1461439348822451, 0.0459762976628023, -0.0383424870621822, 0.0265955536042818, 0.1154584404665768, 0.0305394138918741, 1.62921173188e-05, 0.0295989439368959, 0.007689856722894]|  0.0000000000863217|      0.00000001|[16684, 5504, 172, 516]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     173|[0.0387121546397334, 0.0690522784587075, 0.0180015140672487, -0.0335395012104836, -0.0020089681337166, 0.0209973489985118, -0.0501065270174791, 0.0138689474917298, 0.0036024328828311, -0.0104015100057523, -0.0248259812081874, -0.0093414690331673, -0.0263471271579806, 0.00396951103535, -0.0015041513512821, -0.0349327010689014, -0.0219711726096948, -0.020046317371066, 0.0197242552450036, -0.0321168493398995, -0.0315143351735219, -0.0341260181013653, 0.0136309189943009, 0.0307414455856587, 0.0233128998390684, 0.0038324453145922, -0.0013713623370865, 0.0243389590570727, -0.0089869166072822, -0.0131523814615174, 0.0882271324683251, 0.0042552088463885, -0.0719070807794049, -0.0086156388306673, 0.080013851867888, 0.0073067769059301, 0.0018479830705079, -0.0209532863131448, 0.0143085261283214, 0.1078886132700755, 0.0331431336358369, -0.0617723096327698, 0.0115984608436095, 0.0866552165427708, 0.0183514055482043, -0.0144250015493128, 0.01279983426951, 0.0275574843365443, 0.1461439348822451, 0.0459762976628023, -0.0383424870621822, 0.0265955536042818, 0.1154584404665768, 0.0305394138918741, 1.62921173188e-05, 0.0295989439368959, 0.007689856722894]|  0.0000000000863217|      0.00000001|[16781, 5536, 173, 519]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     174|[0.0387121546397334, 0.0690522784587075, 0.0180015140672487, -0.0335395012104836, -0.0020089681337166, 0.0209973489985118, -0.0501065270174791, 0.0138689474917298, 0.0036024328828311, -0.0104015100057523, -0.0248259812081874, -0.0093414690331673, -0.0263471271579806, 0.00396951103535, -0.0015041513512821, -0.0349327010689014, -0.0219711726096948, -0.020046317371066, 0.0197242552450036, -0.0321168493398995, -0.0315143351735219, -0.0341260181013653, 0.0136309189943009, 0.0307414455856587, 0.0233128998390684, 0.0038324453145922, -0.0013713623370865, 0.0243389590570727, -0.0089869166072822, -0.0131523814615174, 0.0882271324683251, 0.0042552088463885, -0.0719070807794049, -0.0086156388306673, 0.080013851867888, 0.0073067769059301, 0.0018479830705079, -0.0209532863131448, 0.0143085261283214, 0.1078886132700755, 0.0331431336358369, -0.0617723096327698, 0.0115984608436095, 0.0866552165427708, 0.0183514055482043, -0.0144250015493128, 0.01279983426951, 0.0275574843365443, 0.1461439348822451, 0.0459762976628023, -0.0383424870621822, 0.0265955536042818, 0.1154584404665768, 0.0305394138918741, 1.62921173188e-05, 0.0295989439368959, 0.007689856722894]|  0.0000000000863217|      0.00000000|[16878, 5568, 174, 522]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     175|[0.0387121557526229, 0.0690522780125955, 0.0180015131499032, -0.033539501788437, -0.0020089698520274, 0.0209973485901241, -0.0501065261464602, 0.0138689472898651, 0.0036024317554826, -0.0104015105161429, -0.024825982181235, -0.0093414690473294, -0.0263471272915644, 0.0039695112958838, -0.0015041514199502, -0.0349327009712496, -0.0219711729577647, -0.0200463174797339, 0.0197242552936172, -0.03211684949991, -0.0315143350419258, -0.0341260190186103, 0.0136309183905618, 0.0307414456037038, 0.023312900123409, 0.0038324454323432, -0.0013713626803, 0.0243389587830648, -0.0089869164026094, -0.013152381403355, 0.0882271328956763, 0.0042552094029977, -0.071907080516011, -0.0086156389708338, 0.0800138523065359, 0.0073067770725925, 0.0018479830438292, -0.0209532865985673, 0.0143085260618598, 0.1078886127778028, 0.0331431339949688, -0.0617723093637328, 0.0115984607456763, 0.086655216201127, 0.0183514053849369, -0.0144250015579042, 0.0127998344949186, 0.0275574844233732, 0.1461439353347329, 0.0459762977461078, -0.0383424872717889, 0.0265955541196855, 0.1154584413782843, 0.0305394142752379, 1.62920983373e-05, 0.0295989439075076, 0.007689856801793]|  0.0000000000532567|      0.00000001|[16975, 5600, 175, 525]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     176|[0.0387121557526229, 0.0690522780125955, 0.0180015131499032, -0.033539501788437, -0.0020089698520274, 0.0209973485901241, -0.0501065261464602, 0.0138689472898651, 0.0036024317554826, -0.0104015105161429, -0.024825982181235, -0.0093414690473294, -0.0263471272915644, 0.0039695112958838, -0.0015041514199502, -0.0349327009712496, -0.0219711729577647, -0.0200463174797339, 0.0197242552936172, -0.03211684949991, -0.0315143350419258, -0.0341260190186103, 0.0136309183905618, 0.0307414456037038, 0.023312900123409, 0.0038324454323432, -0.0013713626803, 0.0243389587830648, -0.0089869164026094, -0.013152381403355, 0.0882271328956763, 0.0042552094029977, -0.071907080516011, -0.0086156389708338, 0.0800138523065359, 0.0073067770725925, 0.0018479830438292, -0.0209532865985673, 0.0143085260618598, 0.1078886127778028, 0.0331431339949688, -0.0617723093637328, 0.0115984607456763, 0.086655216201127, 0.0183514053849369, -0.0144250015579042, 0.0127998344949186, 0.0275574844233732, 0.1461439353347329, 0.0459762977461078, -0.0383424872717889, 0.0265955541196855, 0.1154584413782843, 0.0305394142752379, 1.62920983373e-05, 0.0295989439075076, 0.007689856801793]|  0.0000000000532567|      0.00000000|[17072, 5632, 176, 528]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     177|[0.0387121557526229, 0.0690522780125955, 0.0180015131499032, -0.033539501788437, -0.0020089698520274, 0.0209973485901241, -0.0501065261464602, 0.0138689472898651, 0.0036024317554826, -0.0104015105161429, -0.024825982181235, -0.0093414690473294, -0.0263471272915644, 0.0039695112958838, -0.0015041514199502, -0.0349327009712496, -0.0219711729577647, -0.0200463174797339, 0.0197242552936172, -0.03211684949991, -0.0315143350419258, -0.0341260190186103, 0.0136309183905618, 0.0307414456037038, 0.023312900123409, 0.0038324454323432, -0.0013713626803, 0.0243389587830648, -0.0089869164026094, -0.013152381403355, 0.0882271328956763, 0.0042552094029977, -0.071907080516011, -0.0086156389708338, 0.0800138523065359, 0.0073067770725925, 0.0018479830438292, -0.0209532865985673, 0.0143085260618598, 0.1078886127778028, 0.0331431339949688, -0.0617723093637328, 0.0115984607456763, 0.086655216201127, 0.0183514053849369, -0.0144250015579042, 0.0127998344949186, 0.0275574844233732, 0.1461439353347329, 0.0459762977461078, -0.0383424872717889, 0.0265955541196855, 0.1154584413782843, 0.0305394142752379, 1.62920983373e-05, 0.0295989439075076, 0.007689856801793]|  0.0000000000532567|      0.00000000|[17169, 5664, 177, 531]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     178|[0.0387121552938752, 0.0690522784642249, 0.0180015139022345, -0.0335395011468173, -0.0020089691148874, 0.0209973485788784, -0.0501065263309151, 0.0138689476794843, 0.0036024321266924, -0.0104015100982906, -0.0248259816693839, -0.0093414690664077, -0.0263471273735498, 0.0039695113979119, -0.001504151420291, -0.0349327010534479, -0.0219711729388445, -0.0200463174630794, 0.0197242553139392, -0.0321168494094386, -0.0315143349656501, -0.034126018952143, 0.0136309182482055, 0.0307414456563159, 0.0233129001459899, 0.0038324455386616, -0.0013713626498809, 0.0243389587765036, -0.0089869166068277, -0.0131523813211677, 0.0882271329712619, 0.0042552096036669, -0.0719070805341477, -0.0086156391311961, 0.0800138523057233, 0.0073067770986606, 0.0018479830192898, -0.020953286449718, 0.0143085259111222, 0.1078886127018023, 0.0331431341393308, -0.0617723091325793, 0.011598460658185, 0.0866552160022102, 0.0183514050836925, -0.0144250016129336, 0.0127998344822873, 0.0275574844999249, 0.1461439356678267, 0.0459762978346814, -0.0383424874239356, 0.0265955541549315, 0.1154584417491446, 0.0305394143901197, 1.62920704822e-05, 0.0295989439792677, 0.0076898568249092]|  0.0000000000233958|      0.00000000|[17266, 5696, 178, 534]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     179|[0.0387121552938752, 0.0690522784642249, 0.0180015139022345, -0.0335395011468173, -0.0020089691148874, 0.0209973485788784, -0.0501065263309151, 0.0138689476794843, 0.0036024321266924, -0.0104015100982906, -0.0248259816693839, -0.0093414690664077, -0.0263471273735498, 0.0039695113979119, -0.001504151420291, -0.0349327010534479, -0.0219711729388445, -0.0200463174630794, 0.0197242553139392, -0.0321168494094386, -0.0315143349656501, -0.034126018952143, 0.0136309182482055, 0.0307414456563159, 0.0233129001459899, 0.0038324455386616, -0.0013713626498809, 0.0243389587765036, -0.0089869166068277, -0.0131523813211677, 0.0882271329712619, 0.0042552096036669, -0.0719070805341477, -0.0086156391311961, 0.0800138523057233, 0.0073067770986606, 0.0018479830192898, -0.020953286449718, 0.0143085259111222, 0.1078886127018023, 0.0331431341393308, -0.0617723091325793, 0.011598460658185, 0.0866552160022102, 0.0183514050836925, -0.0144250016129336, 0.0127998344822873, 0.0275574844999249, 0.1461439356678267, 0.0459762978346814, -0.0383424874239356, 0.0265955541549315, 0.1154584417491446, 0.0305394143901197, 1.62920704822e-05, 0.0295989439792677, 0.0076898568249092]|  0.0000000000233958|      0.00000000|[17363, 5728, 179, 537]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     180|[0.0387121558234349, 0.0690522786636022, 0.0180015135156367, -0.033539501308451, -0.0020089694538577, 0.0209973486295527, -0.0501065262509939, 0.0138689474703204, 0.0036024319328018, -0.0104015100358894, -0.0248259818583631, -0.0093414688031267, -0.0263471275011785, 0.0039695116873207, -0.0015041513939884, -0.0349327011934947, -0.0219711729792224, -0.0200463173913768, 0.0197242551546105, -0.0321168493662333, -0.0315143348663987, -0.0341260191139019, 0.0136309179050849, 0.0307414457630649, 0.0233129001268868, 0.0038324454256718, -0.0013713625740382, 0.0243389585045274, -0.0089869165155151, -0.013152381404023, 0.0882271330627048, 0.004255209720055, -0.0719070805387522, -0.0086156391709846, 0.0800138524225387, 0.0073067768115386, 0.0018479830156917, -0.0209532865324281, 0.0143085261362738, 0.1078886124089242, 0.0331431338616765, -0.0617723091838161, 0.0115984607044775, 0.0866552156391935, 0.0183514049101306, -0.0144250018670006, 0.0127998344148982, 0.0275574844031744, 0.1461439362482616, 0.0459762974289051, -0.0383424878305596, 0.0265955544967615, 0.115458442493549, 0.0305394147279711, 1.62922573147e-05, 0.0295989443659878, 0.007689856926642]|  0.0000000000176619|      0.00000000|[17460, 5760, 180, 540]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
