k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      76|[-0.4440797798451968, 1.581113972235471, 1.4154174418654293, -0.1975615769824799, 2.7518275853944942, 0.0073646276141517, 3.538183327356819, 2.090859150979668, -2.358452430300531, 0.0323014899622649, 1.1065010856837034, 3.2563910832977854, 0.4573072924977168, 2.4138700772309676, 0.355566268961411, 1.5802817093790509, 0.3369351455476135, -1.0460737574030645, 0.5547560290251567, 2.4928652567323297, 2.0797641468816437, -3.201049447292462, -1.7742471192032099, 2.5812685389537364, -0.0024340560194105, 2.681498519377783, 2.0759839308448136, -0.5038030702853575, 0.4341020843421575, 1.1209582576993853, 0.9712653850438073, 0.4080943444350851, 0.7018389509757981, 0.4031129807117395, 1.5174841292318888, 0.9728305222233757, -0.9666664424075861, 1.3883249941281974, 0.5597440875135362, 1.220976769051049, 0.8830174877075478, -0.1660159799794201, 1.9441384337696945, 0.1543224335182458, 0.9512659893516684, 0.9837398095987737, 0.6891379832741222, 0.5291049696970731, 2.262641860084841, 0.1971788927912712, 0.2247925043629948, -0.7580546408717055, -1.7131836617700174, 8.606073271090281]| 76.9229125976562500|      1.00000000|[9121, 608, 0, 152]                                                        | 
      77|[-0.4440797798451968, 1.581113972235471, 1.4154174418654293, -0.1975615769824799, 2.7518275853944942, 0.0073646276141517, 3.538183327356819, 2.090859150979668, -2.358452430300531, 0.0323014899622649, 1.1065010856837034, 3.2563910832977854, 0.4573072924977168, 2.4138700772309676, 0.355566268961411, 1.5802817093790509, 0.3369351455476135, -1.0460737574030645, 0.5547560290251567, 2.4928652567323297, 2.0797641468816437, -3.201049447292462, -1.7742471192032099, 2.5812685389537364, -0.0024340560194105, 2.681498519377783, 2.0759839308448136, -0.5038030702853575, 0.4341020843421575, 1.1209582576993853, 0.9712653850438073, 0.4080943444350851, 0.7018389509757981, 0.4031129807117395, 1.5174841292318888, 0.9728305222233757, -0.9666664424075861, 1.3883249941281974, 0.5597440875135362, 1.220976769051049, 0.8830174877075478, -0.1660159799794201, 1.9441384337696945, 0.1543224335182458, 0.9512659893516684, 0.9837398095987737, 0.6891379832741222, 0.5291049696970731, 2.262641860084841, 0.1971788927912712, 0.2247925043629948, -0.7580546408717055, -1.7131836617700174, 8.606073271090281]| 76.9229125976562500|      0.30000000|[9241, 616, 0, 154]                                                        | 
      78|[-0.4388573614996858, 1.5541462884284556, 1.4367606693413109, -0.1876626834473427, 2.7850948077393696, 0.0094880700926296, 3.5538571454235353, 2.0567555339075625, -2.3431740452797385, 0.0317874231259339, 1.0622044149786234, 3.245157401484903, 0.4164862543111667, 2.3783577230060473, 0.3555665206731362, 1.5589138838113286, 0.3546918702777475, -1.0463469904498197, 0.5103345685456588, 2.5002733517903835, 2.063259807007853, -3.195234687300399, -1.7561473865061998, 2.555404032813385, 0.0100047367159277, 2.6683661660645157, 2.1162755307741463, -0.4811262354487553, 0.4371902272978332, 1.1336262731347233, 0.9927957729669288, 0.4044133923089248, 0.7012912056525238, 0.3780369005980901, 1.531026078213472, 0.9752524277428165, -0.9380526794775506, 1.3602128638885915, 0.5452540540136397, 1.2195323692285456, 0.8768530216766521, -0.1645955456478987, 1.9391126716363942, 0.1664469924289733, 0.9874973357800627, 0.9659982766024768, 0.6972656772923074, 0.5513887621928006, 2.277614974329481, 0.2062510335817933, 0.2416350111889187, -0.7394813716236968, -1.6990704516283586, 8.600464745963109]| 76.5071640014648438|      1.00000000|[9361, 624, 0, 156]                                                        | 
      79|[-0.4388573614996858, 1.5541462884284556, 1.4367606693413109, -0.1876626834473427, 2.7850948077393696, 0.0094880700926296, 3.5538571454235353, 2.0567555339075625, -2.3431740452797385, 0.0317874231259339, 1.0622044149786234, 3.245157401484903, 0.4164862543111667, 2.3783577230060473, 0.3555665206731362, 1.5589138838113286, 0.3546918702777475, -1.0463469904498197, 0.5103345685456588, 2.5002733517903835, 2.063259807007853, -3.195234687300399, -1.7561473865061998, 2.555404032813385, 0.0100047367159277, 2.6683661660645157, 2.1162755307741463, -0.4811262354487553, 0.4371902272978332, 1.1336262731347233, 0.9927957729669288, 0.4044133923089248, 0.7012912056525238, 0.3780369005980901, 1.531026078213472, 0.9752524277428165, -0.9380526794775506, 1.3602128638885915, 0.5452540540136397, 1.2195323692285456, 0.8768530216766521, -0.1645955456478987, 1.9391126716363942, 0.1664469924289733, 0.9874973357800627, 0.9659982766024768, 0.6972656772923074, 0.5513887621928006, 2.277614974329481, 0.2062510335817933, 0.2416350111889187, -0.7394813716236968, -1.6990704516283586, 8.600464745963109]| 76.5071640014648438|      0.30000000|[9481, 632, 0, 158]                                                        | 
      80|[-0.4218654779833741, 1.4963410519994795, 1.4278568250592798, -0.2005320983207639, 2.7577803161693737, 0.0175719155813567, 3.5470155729562975, 2.0624230592511594, -2.3479443288670154, 0.0040535625885241, 1.052251908928156, 3.2091622831649147, 0.4231535320868716, 2.372964283102192, 0.3403094303430123, 1.545198065286968, 0.3702080852817744, -1.030529853014741, 0.5164777389545634, 2.488081824267283, 2.0821377509855665, -3.1918716658838093, -1.7358434218913317, 2.5713574506808072, 0.0190749943722039, 2.628979472676292, 2.131456048693508, -0.5025866493815556, 0.4135701973864343, 1.1635387840215117, 0.9967359687434509, 0.4030584116771934, 0.6873809111420996, 0.3646953936549835, 1.5260770933819003, 0.9790836792672053, -0.9277658174469252, 1.3628447295632213, 0.5763505757786334, 1.2017288827919401, 0.8936350484145805, -0.1739827212004457, 1.9119535041827476, 0.1816753207240254, 0.960179837900796, 0.9825956872664392, 0.666531862829288, 0.5732546497602016, 2.2785962613124866, 0.2394317286089063, 0.2264316721411888, -0.7634721703652758, -1.6550604569129064, 8.589948253313196]| 75.8976669311523438|      1.00000000|[9601, 640, 0, 160]                                                        | 
      81|[-0.4218654779833741, 1.4963410519994795, 1.4278568250592798, -0.2005320983207639, 2.7577803161693737, 0.0175719155813567, 3.5470155729562975, 2.0624230592511594, -2.3479443288670154, 0.0040535625885241, 1.052251908928156, 3.2091622831649147, 0.4231535320868716, 2.372964283102192, 0.3403094303430123, 1.545198065286968, 0.3702080852817744, -1.030529853014741, 0.5164777389545634, 2.488081824267283, 2.0821377509855665, -3.1918716658838093, -1.7358434218913317, 2.5713574506808072, 0.0190749943722039, 2.628979472676292, 2.131456048693508, -0.5025866493815556, 0.4135701973864343, 1.1635387840215117, 0.9967359687434509, 0.4030584116771934, 0.6873809111420996, 0.3646953936549835, 1.5260770933819003, 0.9790836792672053, -0.9277658174469252, 1.3628447295632213, 0.5763505757786334, 1.2017288827919401, 0.8936350484145805, -0.1739827212004457, 1.9119535041827476, 0.1816753207240254, 0.960179837900796, 0.9825956872664392, 0.666531862829288, 0.5732546497602016, 2.2785962613124866, 0.2394317286089063, 0.2264316721411888, -0.7634721703652758, -1.6550604569129064, 8.589948253313196]| 75.8976669311523438|      0.30000000|[9721, 648, 0, 162]                                                        | 
      82|[-0.437248638656456, 1.4881937545724213, 1.4399455941747874, -0.2313473681188043, 2.7466460381401703, 0.0230945066432469, 3.5540114902541973, 2.082921044435352, -2.343750988438842, 0.0226810236345045, 1.0794828813523054, 3.1987978037795983, 0.4665913557400927, 2.351946832262911, 0.3310036235124869, 1.555949528759811, 0.3728617064189166, -1.0105127320275642, 0.488566357158561, 2.5052246584091336, 2.0508834818028845, -3.1771548627875745, -1.740450301207602, 2.5696039511822164, 0.0514118552673608, 2.6275563309900463, 2.1328507801517844, -0.4977640906581655, 0.4086087146715727, 1.1927104538772255, 0.9820171986939386, 0.388828634408128, 0.6852568623726256, 0.4043692286941223, 1.519782870367635, 0.9435061063850299, -0.9597519161834498, 1.3379189090337604, 0.5653690551407635, 1.2171154185780324, 0.885135390679352, -0.1708360199409071, 1.8656020974594867, 0.2119341196957976, 0.96369413753564, 0.9592915116809309, 0.6681001330944127, 0.5661991636734456, 2.2483869267452974, 0.2485735267400742, 0.2451437159033958, -0.7939002185885329, -1.6823382413349464, 8.58653884132218]| 74.3616104125976562|      1.00000000|[9841, 656, 0, 164]                                                        | 
      83|[-0.437248638656456, 1.4881937545724213, 1.4399455941747874, -0.2313473681188043, 2.7466460381401703, 0.0230945066432469, 3.5540114902541973, 2.082921044435352, -2.343750988438842, 0.0226810236345045, 1.0794828813523054, 3.1987978037795983, 0.4665913557400927, 2.351946832262911, 0.3310036235124869, 1.555949528759811, 0.3728617064189166, -1.0105127320275642, 0.488566357158561, 2.5052246584091336, 2.0508834818028845, -3.1771548627875745, -1.740450301207602, 2.5696039511822164, 0.0514118552673608, 2.6275563309900463, 2.1328507801517844, -0.4977640906581655, 0.4086087146715727, 1.1927104538772255, 0.9820171986939386, 0.388828634408128, 0.6852568623726256, 0.4043692286941223, 1.519782870367635, 0.9435061063850299, -0.9597519161834498, 1.3379189090337604, 0.5653690551407635, 1.2171154185780324, 0.885135390679352, -0.1708360199409071, 1.8656020974594867, 0.2119341196957976, 0.96369413753564, 0.9592915116809309, 0.6681001330944127, 0.5661991636734456, 2.2483869267452974, 0.2485735267400742, 0.2451437159033958, -0.7939002185885329, -1.6823382413349464, 8.58653884132218]| 74.3616104125976562|      0.30000000|[9961, 664, 0, 166]                                                        | 
      84|[-0.40947244950803, 1.3961559501476586, 1.4843182496260852, -0.3274035686827119, 2.82346620305907, 0.0128985696355812, 3.4978731945739128, 2.033586402889341, -2.456384931996581, 0.0365343081648462, 1.1129008177667856, 3.115962032636162, 0.3117577707162127, 2.3401128497207537, 0.2927027293116851, 1.5621167556964792, 0.3215155422221869, -1.0635601357207634, 0.4125682296980813, 2.620489707449451, 1.9659582698368467, -3.1505307885818183, -1.6339026549831033, 2.6194442971609533, 0.0272585575003177, 2.6414036345668137, 2.003866313956678, -0.4820289133349434, 0.414335210894933, 1.314359480747953, 1.0899185558082536, 0.394759654191148, 0.6283740003709681, 0.3052229668828659, 1.6803182655130513, 0.9679441467160359, -1.0462640496625681, 1.1978402154054493, 0.4687976692803204, 1.1746551334508695, 0.9592536621494219, -0.312773722835118, 1.9567695176083362, 0.1657176765147597, 0.9048067005496705, 1.0275304182432592, 0.8831428284975118, 0.5535953750368208, 2.3254866523493547, 0.3071871548891068, 0.2731992627086584, -0.8593880504195113, -1.6399807220659568, 8.667308357849834]| 73.8442077636718750|      1.00000000|[10081, 672, 0, 168]                                                       | 
      85|[-0.40947244950803, 1.3961559501476586, 1.4843182496260852, -0.3274035686827119, 2.82346620305907, 0.0128985696355812, 3.4978731945739128, 2.033586402889341, -2.456384931996581, 0.0365343081648462, 1.1129008177667856, 3.115962032636162, 0.3117577707162127, 2.3401128497207537, 0.2927027293116851, 1.5621167556964792, 0.3215155422221869, -1.0635601357207634, 0.4125682296980813, 2.620489707449451, 1.9659582698368467, -3.1505307885818183, -1.6339026549831033, 2.6194442971609533, 0.0272585575003177, 2.6414036345668137, 2.003866313956678, -0.4820289133349434, 0.414335210894933, 1.314359480747953, 1.0899185558082536, 0.394759654191148, 0.6283740003709681, 0.3052229668828659, 1.6803182655130513, 0.9679441467160359, -1.0462640496625681, 1.1978402154054493, 0.4687976692803204, 1.1746551334508695, 0.9592536621494219, -0.312773722835118, 1.9567695176083362, 0.1657176765147597, 0.9048067005496705, 1.0275304182432592, 0.8831428284975118, 0.5535953750368208, 2.3254866523493547, 0.3071871548891068, 0.2731992627086584, -0.8593880504195113, -1.6399807220659568, 8.667308357849834]| 73.8442077636718750|      0.30000000|[10201, 680, 0, 170]                                                       | 
      86|[-0.4006087517482229, 1.3427835521288216, 1.489366794237867, -0.3470837278491672, 2.80587953038048, -0.0004083731328137, 3.480618333502207, 2.039124716538936, -2.4673036665917607, 0.0418558806995861, 1.0771801974624395, 3.1020490698865615, 0.3001211922382936, 2.333366837934591, 0.2976899137356384, 1.5227893503033556, 0.3209760442259721, -1.071155529061798, 0.3832632354278758, 2.595038121799007, 1.9400400692247786, -3.1566326143220067, -1.613877926953137, 2.59796649729833, 0.0082720119971782, 2.6262263800017536, 2.0133211109787226, -0.4753991957986727, 0.397716499021044, 1.340611960971728, 1.1004713923903182, 0.3848585832238314, 0.6403646332328208, 0.3139856142806821, 1.7090478048776276, 0.9507649667793885, -1.0889000530078192, 1.2004516483284533, 0.4643856976181269, 1.2044837414869107, 0.9399536837590858, -0.323077693261439, 1.996280929990462, 0.1621380427386612, 0.8908175137039507, 0.9969084630720317, 0.9004947873982019, 0.5525488065322861, 2.3443413691420574, 0.3287013527005911, 0.2930183956923429, -0.8420259121630806, -1.6149483153931214, 8.682755487345275]| 73.7167510986328125|      1.00000000|[10321, 688, 0, 172]                                                       | 
      87|[-0.4006087517482229, 1.3427835521288216, 1.489366794237867, -0.3470837278491672, 2.80587953038048, -0.0004083731328137, 3.480618333502207, 2.039124716538936, -2.4673036665917607, 0.0418558806995861, 1.0771801974624395, 3.1020490698865615, 0.3001211922382936, 2.333366837934591, 0.2976899137356384, 1.5227893503033556, 0.3209760442259721, -1.071155529061798, 0.3832632354278758, 2.595038121799007, 1.9400400692247786, -3.1566326143220067, -1.613877926953137, 2.59796649729833, 0.0082720119971782, 2.6262263800017536, 2.0133211109787226, -0.4753991957986727, 0.397716499021044, 1.340611960971728, 1.1004713923903182, 0.3848585832238314, 0.6403646332328208, 0.3139856142806821, 1.7090478048776276, 0.9507649667793885, -1.0889000530078192, 1.2004516483284533, 0.4643856976181269, 1.2044837414869107, 0.9399536837590858, -0.323077693261439, 1.996280929990462, 0.1621380427386612, 0.8908175137039507, 0.9969084630720317, 0.9004947873982019, 0.5525488065322861, 2.3443413691420574, 0.3287013527005911, 0.2930183956923429, -0.8420259121630806, -1.6149483153931214, 8.682755487345275]| 73.7167510986328125|      0.30000000|[10441, 696, 0, 174]                                                       | 
      88|[-0.4183120353263803, 1.3193286252208054, 1.545857476303354, -0.3381221210784133, 2.826616703416221, 0.033279497816693, 3.519965590967331, 2.0172700681723654, -2.461519459102419, 0.0189585235784762, 1.05104586109519, 3.0930055244243704, 0.3081708004465327, 2.343264481634833, 0.289652901665221, 1.5363135706284083, 0.3487942751380615, -1.0865854439907707, 0.3566906596352055, 2.5767402893397957, 1.9614563738578, -3.1580956740071997, -1.6271992847323418, 2.610426669474691, -0.0019770401995629, 2.623391798697412, 2.0159714403562248, -0.5024151835823432, 0.3974152352602687, 1.3321401954162866, 1.1026607415406033, 0.3839498081433703, 0.6039555792813189, 0.3058241365361027, 1.6671042026137002, 0.979388938867487, -1.0946941758229514, 1.215920012909919, 0.4447570238262415, 1.187627695093397, 0.9262347527546808, -0.3206322064215783, 2.0040492373373127, 0.1378634960856289, 0.8887428275920684, 0.9834474516101182, 0.9160783956976957, 0.5268236858537421, 2.340739632752957, 0.3466004133224487, 0.2736579446645919, -0.8199303399596829, -1.6410206256769015, 8.706089129977045]| 72.5280380249023438|      1.00000000|[10561, 704, 0, 176]                                                       | 
      89|[-0.4183120353263803, 1.3193286252208054, 1.545857476303354, -0.3381221210784133, 2.826616703416221, 0.033279497816693, 3.519965590967331, 2.0172700681723654, -2.461519459102419, 0.0189585235784762, 1.05104586109519, 3.0930055244243704, 0.3081708004465327, 2.343264481634833, 0.289652901665221, 1.5363135706284083, 0.3487942751380615, -1.0865854439907707, 0.3566906596352055, 2.5767402893397957, 1.9614563738578, -3.1580956740071997, -1.6271992847323418, 2.610426669474691, -0.0019770401995629, 2.623391798697412, 2.0159714403562248, -0.5024151835823432, 0.3974152352602687, 1.3321401954162866, 1.1026607415406033, 0.3839498081433703, 0.6039555792813189, 0.3058241365361027, 1.6671042026137002, 0.979388938867487, -1.0946941758229514, 1.215920012909919, 0.4447570238262415, 1.187627695093397, 0.9262347527546808, -0.3206322064215783, 2.0040492373373127, 0.1378634960856289, 0.8887428275920684, 0.9834474516101182, 0.9160783956976957, 0.5268236858537421, 2.340739632752957, 0.3466004133224487, 0.2736579446645919, -0.8199303399596829, -1.6410206256769015, 8.706089129977045]| 72.5280380249023438|      0.30000000|[10681, 712, 0, 178]                                                       | 
